제목,날짜,분류,기자,본문
김성태 “임종석 ‘국정2인자’로 규정해도 큰 무리 없어”,2018-11-07 11:21,정치,,김성태 자유한국당 원내대표는 7일 “임종석 청와대 비서실장을 국정 2인자로 규정해도 큰 무리는 없다”고 말했다.김 원내대표는 이날 MBC라디오 ‘심인보의 시선집중’에 출연해 “대통령 해외순방 기간 중 전방부대 시찰을 위해 국방부 장·차관과 국정원장까지 대동하고 갈 수 있는 사람이라면 대통령 다음의 국가권력이라도 해도 과언이 아니다”라고 밝혔다.그는 또 “비건 미국 국무부 특별보좌관도 한국을 방문하면 강경화 외교부 장관이나 조명균 통일부 장관을 통해 협의할 수 있지만 임 실장을 만난다. 또 아랍에미리트연합 칼둔 청장도 한국을 방문하면 임 실장을 만난다”며 “국제사회에서는 이미 대한민국의 실질적인 2인자로 기정사실화 되어 있다”고 했다.그러면서 “대통령 유럽 순방 기간 동안 비서실장이 대한민국 전체 안보와 경제상황에 대해 중심이 될 수 밖에 없다”며 “남북군사합의이행위원장으로 전방을 찾았다고 하나 청와대를 비운 것은 지적의 대상이 된다”고 말했다. 김 원내대표는 또 장하성 청와대 정책실장 후임으로 김수현 청와대 사회수석이 거론되고 있는 것에 대해 “김수현 수석 역시 장하성 실장 파트너”라며 “장 실장이 실패로 물러나야 하는 마당이면 경제 기조를 바꾼다는 차원에서 새로운 국민적 인식이 필요한 사람을 앉혀야 한다”고 강조했다.아울러 선거연령 18세 인하 문제에 대해서는 “선거연령 인하가 지금 시점에서 필요하다면 반대할 이유가 없다”며 “개인적으로도 국회 차원에서 논의의 장마저 거둔다는 것은 맞지 않다고 생각한다”고 말했다.    또 전원책 조강특위 위원이 전당대회 연기론을 주장한 것에 대해선 “비대위에서 모든 사항이 결정된다”며 “전 위원은 상당히 개성있는 보수논객이다. 개인의 소신”이라고 선을 그었다.(서울=뉴스1)    
[송홍근 기자의 우아한]탈북민 1호 통일학 박사 “남북통일 최대 수혜자는 대한민국 청년”,2018-11-07 11:07,정치,송홍근,"북한군에 복무하던 스물한 살 때 AK자동소총을 들고 군사분계선을 넘었다. 12년간 악전고투 끝에 박사학위를 받고 대학교수가 됐다. 적대와 증오를 배태한 73년 분단사(史)만큼이나 호락호락하지 않을 통일을 떠올리면 절박하고 간절하다.주승현(37) 인천대 초빙교수는 ‘우리의 소원은 통일’이라는 노랫말을 가슴에 안고 사는 ‘대한민국 청년’이다. 그는 “청년들이 흙수저·금수저론에 휘둘리지 말고 ‘통일이라는 희망의 미래’를 준비하면 좋겠다”고 했다. “한국 사회에 나온 지 두 달 만에 얼마 안 되는 정착금마저 사기를 당해 날렸다. 정착금을 빼앗아간 사람은 탈북민, 불량 휴대전화와 짝퉁 물건을 나에게 팔아 생계비를 빼앗은 이는 한국인이다. 생활비라도 벌려고 주유소에 찾아가 면접을 봤지만 대학생과 휴학생 구직자가 넘쳐나는 상황에서 중국 동포보다 더 어리숙한 나를 뽑아줄 리 만무했다.”‘서울살이’는 고단하기 그지없었다. 악전고투였다. 정체성 혼란과 상대적 박탈감 탓에 좌절감을 느꼈다. 그가 올해 출간한 ‘조난자들’은 북한 출신 한국인을 부유(浮游)하는 존재로 묘사한다. ‘조난자들’에는 한반도의 뒤틀린 현대사와 일그러진 맨 얼굴이 책장마다 ‘아프게’ 담겨 있다. 남과 북 어느 곳에도 속하지 못한 채 방황하는 존재로 살아가는 ‘한반도의 조난자’를 일일이 호명해낸다. 그는 ‘조난자들’ 서문에 이렇게 썼다. “나는 흔히 말하는 북한 출신 탈북민이다. 남북한 간 대립과 대치는 이곳에서도 조난자의 삶을 살 수밖에 없는 처지임을 시사한다. 한반도는 분단 체제 하에서 수많은 조난자를 양산해냈다. 조난자들은 여전히 왜곡되고 피폐한 삶을 살아간다. 통일을 이루지 않고서는 우리 사회의 모든 구성원이 잠재적 조난자의 운명을 배면(背面)에 깔고 있는지 모른다.”그는 탈북민 정착지원 기관 하나원을 나온 후 종로에 있는 일식당에 취직했다. 한국에서 태어난 청년들이 8시간 일할 때 12시간을 일했는데도 받는 돈은 ‘한국인’보다 적었다. 자유 사회에 온 것은 맞지만 이 사회를 배우지 않고선 평생을 열등한 타자로 살 수밖에 없다는 깨달음을 얻었다. 입시학원에 등록한 후 하루 3시간만 자며 일하고 공부해 연세대 정치외교학과에 입학했다. “설움 가득한 삶을 강요케 한 한반도 분단 구조를 정치학을 통해 들여다보고 싶었다. ‘미친 등록금’과 생활비 마련이 버거웠다. 북한에 있을 때 ‘남조선’ 대학생들이 학비 낼 돈이 없어 피를 뽑아 팔아 등록금을 낸다는 교육을 받았는데, 한국에서 실제로 겪어보니 등록금을 낼 수만 있다면 피를 뽑는 것도 마다할 이유가 없겠다고 수백 번 생각했다. 문제는 내 몸 안의 피를 다 뽑아도 과연 등록금을 낼 수 있겠느냐는 것이었다.” 그는 탈북민 한국 입국이 본격화한 후 대학과 대학원을 거쳐 박사 학위를 받은 첫 사례이자 최연소 박사학위 취득자다. 연세대 대학원에서 한반도 분단 및 통일 연구로 석·박사 학위를 받았다. ‘탈북민 1호’ 통일학 박사다. 국회, 동양그룹, 금호석유화학, 롯데그룹에서 일했으며 전주기전대에서 교수로 학생을 가르쳤다. “박사 논문을 준비하면서 두 번 병원에 실려 갔다. 잔인한 분단사를 들여다보는 것이 너무나 고통스러웠고 통일 후 통합에 대한 어두운 그림자가 심신을 해쳤다.” 탈북민을 두고 ‘먼저 온 통일’이라고 일컫지만 탈북민 3만 명도 올바르게 품에 안지 못하는 게 현실이다. ‘분단의 사생아’로 스스로를 규정하는 그에게 통일은 절박함, 간절함의 대상이다. “한국 청년 세대는 어린 시절부터 치열하게 경쟁하면서 살아와선지 개척자가 되기보단 안정적 삶을 바란다. 변화와 도전을 두려워하는 것 같다. 대학에서 강의할 때 ‘통일해야 한다고 생각하느냐’는 질문에 10명 중 2명밖에 손을 안 들더라. 나라뿐 아니라 개인의 밝은 미래도 통일에서 열린다는 공감대가 청년층에서 널리 확산되면 좋겠다. 통일을 어떤 방식으로 이뤄내느냐에 따라 청년과 대한민국의 미래가 갈린다고 생각한다. 남북한 주민 모두에게 행복한 삶을 약속하는 방식으로 통일이 이뤄지길 간절히 소망한다.” 그는 “1국가 2체제를 상당 기간 운용해 격차를 줄인 후 하나 되는 통일 방식이 옳다”고 본다. “통일보다 번영이 먼저”라는 것이다. “통일대박은 경박한 표현이되 사실에 근거한 것이다. 한국에서 정권이 바뀌면 대북정책이 송두리째 바뀌었으나 앞으로는 다를 것이다. 보수 정권이 들어서도 앞선 합의를 인정한 상태에서 대북정책을 수립할 것이라고 본다. 보수 정권이 내놓는 통일정책에서도 북한 붕괴를 전제로 한 급진적 내용이 상당 부분 사라질 것이다. 통일은 시기적으로 더욱 멀어졌으나 통일에 대한 관심은 확대될 것으로 보인다. 평화→번영→통일 순서로 나아가야 한다. 평화와 통일 사이에 ‘번영’이 필요하다. 통일은 남북이 공동 번영한 이후의 일이다. 통일은 ‘국가적’ ‘민족적’이라는 낱말이 붙는 당위의 영역이었으나 앞으로는 개인이 중요해진다. 주판알을 튕겨 통일비용을 계산하며 손해를 따지기보다 개인이 번영하려면 통일을 지향해야 한다는 생각을 가진 사람이 늘어나고 있다. 남북통일과 통일로 가는 길의 최대 수혜자는 대한민국 청년일 것이다.”송홍근 신동아 기자(북한학 석사) carrot@donga.com     주승현 인천대 초빙교수는 비무장지대(DMZ)에서 남측의 심리전을 제압하는 방송요원으로 북한군에 복무하다 2002년 탈북했다. 2002년 2월 19일, 찬바람이 철조망에 부딪혀 꺼이꺼이 울음을 토해냈다. 월남(越南)과 국군 침투를 막고자 북한군이 비무장지대(DMZ)에 설치한 1만 볼트 고압 전기철조망을 넘었다. 북한군 GP(Guard Post)에서 한국군 GP는 뛰어서 5분, 걸어서도 10분이 채 걸리지 않는 거리지만, 그 길은 북한에서의 스무 해 넘는 인생을 뒤로하고 내디딘 목숨 건 노정(路程)이었다.           "
‘4일간 평양냉면 먹기’…이색 北 관광상품 눈길,2018-11-07 10:39,정치,,"북한 전문 여행사들이 남북 화해 분위기에 발맞춰 다양한 이색 관광상품을 내놓고 있다.미국 자유아시아방송(RFA)은 일본의 북한 전문 여행사 JS투어스가 최근 “문재인 대통령과 김정은 북한 국무위원장이 방문한 장소를 연계한 특색있는 여행상품을 내놨다”고 6일(현지시간) 보도했다.JS투어스는 ‘한국 국민도 극찬한 원조 평양냉면 먹기’란 이름으로 평양냉면을 맛보는 3박4일 관광상품을 출시했다. 옥류관과 청류관을 포함해 현지 가이드가 추천하는 냉면 가게를 둘러보는 일정이다.RFA는 “이 상품은 지난 4월 문 대통령과 김 위원장이 남북 정상회담 만찬 음식으로 옥류관 평양냉면을 먹어 주목을 끌면서 출시됐다”고 밝혔다. JS투어스는 6일간 백두산을 관광하는 상품도 운영하고 있다. JS투어스는 “남북정상회담에서 김 위원장과 문 대통령 부부가 기념촬영을 한 것으로도 알려진 ‘천지’라고 하는 산꼭대기 연못은 전경이 압권”이라고 설명하고 있다. 외국인에게 전통적인 북한 관광 명소로 꼽히는 판문점과 비무장지대(DMZ) 일대도 최근 더욱 관심을 받고 있다. 베이징 소재 북한 전문 여행사 영파이어니어투어스는 “역사적 진전에 따라 11월1일부터 관광객들은 북측 DMZ에서 남측 DMZ로 건너갈 수 있게 됐다”며 판문점 방문이 포함된 관광상품을 홍보하고 있다. 판문점 공동경비구역(JSA) 자유왕래는 이르면 이달 안에 가능해질 전망이다.RFA는 “JS투어스는 김장하기, 평양에서의 바둑대결, 2019년 대학 졸업생을 위한 평양 졸업여행, 쏘가리 낚시, 평양에서 자화상 그리기, 2019 국제 피겨스케이팅 축제 등의 여행상품을 판매해 기존 북한여행 상품과의 차별화를 꾀하고 있다”고 밝혔다. 북한 관광상품의 다양화는 북한 당국의 방침과도 부합한다. 북한의 조선국가관광총국 김춘희 국장은 지난 1일 보도된 재일본조선인총연합회 기관지 조선신보와의 인터뷰에서 “지난시기에는 그저 참관, 유람 등 일반관광을 진행했는데 최근 시기에 관광객들의 다양한 기호와 취미에 맞는 주제관광(전문관광) 상품들이 개발됐다”고 말했다. 김 국장은 역사관광, 비행기애호가관광, 조선말배우기관광 등을 예로 들며 “조선 요리를 전문가에게서 배우고 실제 만들어보는 기획도 일본 관광객들 속에서 평이 좋았다”고 말했다. 또 “명승지나 관광지에 대한 투자를 목적으로 돌아보는 기업가 관광도 있다”고 덧붙였다. 김 국장은 “앞으로도 관광객들의 흥미를 끌 수 있는 관광상품을 개발하기 위해 연구사업을 진행하고 있다”며 “특히 원산갈마해안관광지구가 꾸려지는데 맞게 해안관광상품 개발도 하려고 하고 있다”고 말했다.(서울=뉴스1)         "
[청년이 묻고 우아한이 답하다]남북 철도사업은 안보리 제재 면제?,2018-11-07 10:16,정치,이정은,"평양공동선언에서 철도 및 도로 착공식을 가지며 조건이 마련되는데 따라 추후 개성공단과 금강산 관광 사업을 정상화하기로 하였습니다. 철도 사업은 안보리 제재에 따르면 비상업적인 공공기반 시설인 경우 제재를 면제한다는데 이에 해당하는지 궁금하고 개성공단과 금강산관광을 재개할 수 있는 조건이 되도록 제재가 현실적으로 완화될 수 있을지 궁금합니다. 네. 남북 철도, 도로 연결사업은 현재 논의되고 있는 남북 공동 프로젝트 중에서 가장 중요한 사업 중의 하나로 꼽힙니다. 남북한의 정상이 4.27 판문점 선언에서 합의한 내용으로, 1차적으로 동해선 및 경의선 철도를 각각 연결해 남북 균형 발전의 초석으로 삼겠다는 구상이지요.이 프로젝트에 대한 정부의 관심도 대단히 높습니다. 문재인 대통령은 8.15 경축사에서 ‘동아시아철도공동체’를 제안하면서 “동북아 상생번영의 대동맥이 되어 동아시아 에너지공동체와 경제공동체로 이어질 것”이라고 밝혔지요. 동북아 다자평화안보체제로 가는 출발점이 될 것이라는 의미 부여도 함께 했습니다. 올해 안에 착공식을 개최하는 것이 정부의 목표입니다.문제는 철도사업은 유엔 안전보장이사회의 대북제재에 걸릴 소지가 있다는 것입니다. 남한과 북한의 철도를 단순히 연결하는 것은 문제가 없지만, 북측의 노후화된 철도를 남측 비용으로 개보수 하는 것은 제재 대상이라는 것입니다. 노후화된 북한의 철도를 현대화해 남북을 잇는 철도로 사용 가능하게 하려면 거액의 투자가 필요하기 때문입니다. 돈이 북한으로 가야 하는데 이것이 유엔 제재 대상입니다. 필요한 예산은 연구기관마다 천차만별이지만 철도·도로사업을 합쳐 최대 43조 원에 이른다는 추정치도 나와 있습니다.또 철근을 비롯한 각종 자재를 북한으로 반출해야 하고, 공사를 위한 중장비도 투입해야 하지요. 이런 자재와 장비들이 북한의 군사적 목적으로 도용될 가능성을 배제할 수 없습니다. 이런 것들도 모두 유엔의 대북제재 위반 소지가 큽니다. 2017년 12월 채택된 안보리 결의 2397호는 ‘철도 및 차량을 사용해 산업용 기계류, 운송수단 및 철강, 여타 금속류의 직·간접적 공급, 판매, 이전’을 금지한다고 명시하고 있습니다.물론, 비상업적인 공공사업에 대해서는 제재를 면제한다는 예외 조항이 있죠. 하지만 이를 적용받으려면 유엔 안보리 산하 대북제재위원회의 심사, 승인을 받아야 합니다.무엇보다 미국을 비롯한 국제사회는 이런 예외조항을 적용하는 게 대북제재의 ‘최대 압박(maximum pressure)’ 효과를 약화시킬 수 있다고 우려하고 있습니다. 그래서 예외를 인정하는 데 있어서 대단히 신중한 입장입니다. 사업의 본격적인 추진에 앞서 현장점검을 하기 위해 8월 방북하려던 철도·도로 조사단의 방북 신청을 유엔사가 불허한 것도 이런 흐름과 무관치 않습니다.남북한 철도·도로 연결과 개성공단, 금강산 관광 재개 같은 굵직한 남북 경협 프로젝트가 다시 가동되려면 당연히 대북제재가 완화돼야 합니다. 그 핵심 조건은 북한이 비핵화 이행 조치에 적극적으로 나서는 것입니다. 미국은 ‘최종적이고 완전하게 검증된 비핵화(FFVD)’가 이뤄지기 전에는 대북제재가 유지될 것이라는 점을 분명히 하고 있습니다.미국과 북한은 고위급회담 및 내년 초 열릴 전망인 제2차 북-미 정상회담 등을 통해 북한의 영변 핵시설 폐기 등 비핵화 이행조치 VS 미국, 한국 등의 상응조치를 매칭해 ‘비핵화 로드맵’을 만들려는 시도를 진행하고 있습니다. 가시적인 성과가 나올 경우 일부 프로젝트에서 제한적으로 제재 면제가 이뤄질 가능성도 있어 보입니다만, 전면적인 제재 해제가 이뤄질 때까지는 상당한 시간이 걸릴 전망입니다.        이정은 정치부 차장(북한학 석사) lightee@donga.com         "
"北 김정은, 쿠바 국가평의회 의장 환송…2박3일 일정 마무리",2018-11-07 09:08,정치,,"김정은 국무위원장이 지난 4일부터 6일까지 2박3일 방북한 미겔 베르무데스 디아스카넬 쿠바 국가평의회 의장 내외를 환송했다고 북한 관영매체가 7일 보도했다.조선중앙통신은 이날 “우리나라를 방문했던 쿠바공화국 국가이사회 위원장 겸 내각수상 미겔 마리오 디아스카넬 베르무데스 동지가 방문 일정을 성과적으로 마치고 11월6일 전용기로 평양을 출발했다”고 전했다.통신에 따르면 평양 순안 국제공항에는 김 위원장과 리설주 여사가 직접 나와 디아스카넬 의장 내외를 직접 환송했다. 통신은 “(김 위원장이) 작별의 순간을 못내 아쉬워했다”며 “다시 만날 날을 손꼽아 기다리겠다고, 부디 건강하고 행복하며 사업에서 계속 성과를 이룩하기 바란다고, 세상이 어떻게 변해도 언제나 쿠바 인민과 당신 곁에는 자신과 우리 당과 인민이 함께 있을 것이라고 따뜻이 말하며 귀로의 안녕을 축원했다”고 밝혔다.이어 “(디아스카넬 의장은) 최상의 특전과 극진한 환대를 받은 이번 평양방문을 잊을 수 없다고 했다”며 “자기들을 위해 온갖 성의를 다하고 진심으로 열렬히 환영해준 존경하는 김정은 동지와 조선 인민의 뜨거운 형제적 우의와 친선의 정을 심장에 안고 간다고 말했다”고 덧붙였다.앞서 김 위원장은 지난 4일 평양에 도착한 디아스카넬 의장에 대해 지난 9월 평양에서 열린 남북정상회담을 상기시키는 국빈급 의전을 펼쳤다. 북한은 도착 환영행사에서 21발의 예포를 쏘고 명예위병대의 사열 행사를 하는가 하면 평양시내에서 카 퍼레이드를 하기도 했다.또 같은 날 공훈국가합창단, 삼지연관현악단, 모란봉전자악단, 왕재산예술단 등이 출연하는 환영공연과 저녁연회도 진행됐다.첫날 열린 단독회담에서 김 위원장과 디아스카넬 의장은 상호 지지와 연대를 강조하는 한편 국제정세에 대해 의견을 교환했다.이튿날인 5일에는 김 위원장이 디아스카넬 의장 내외를 노동당 본부청사에 초청해 만남을 이어 나가고 청사 내에서 만찬 행사를 가졌다.또 김 위원장은 디아스카넬 의장 내외를 만수대창작사에 초청해 미술작품 전시관 등을 둘러보고 저녁에는 5월1일 경기장에서 대집단체조인 ‘빛나는 조국’을 함께 관람하기도 했다.리 여사는 디아스카넬 의장의 부인 리스 쿠에스타와 별도로 김원균명칭 음악종합대학을 참관해 학교를 둘러보고 대학관현악단의 공연을 관람하는 시간을 가지기도 했다.통신은 “(디아스카넬 의장의) 우리나라 방문은 조선과 쿠바 사이에 맺어진 형제적이며 전통적인 친선협조관계를 세기와 세대를 이어 변함없이 계승발전시키며 사회주의 기치를 높이 들고 공동의 위업을 위해 투쟁하는 두 당, 두 나라 인민의 전투적단결을 굳건히 다져나가는데서 역사적분수령으로 된다”고 밝혔다.﻿【서울=뉴시스】        "
남북 보건의료분야 회담 11년 만에 재개…“교류확대 대비 긴밀히 협력”,2018-11-07 08:50,사회,,"11년 만에 열리는 남북 보건의료협력 분과회담에서 남측 수석대표를 맡은 권덕철 보건복지부 차관은 “이번 회담은 남북간에 계속 교류가 확대될 것을 대비해 상호간 긴밀한 협력이 필요한 분야”라고 밝혔다.권 차관은 회담장인 개성연락사무소로 떠나기에 앞서 이날 오전 서울 종로구 삼청동 남북회담본부에서 기자들과 만나 “9월 평양공동선언에서 남북 양 정상간에 남북간 감염병 유입과 확산 방지를 위한 방역, 보건·의료분야 협력을 논의하기로 했다”며 이 같이 말했다.그러면서 “2007년에도 보건·의료분야에서 협력이 이뤄졌는데 11년 만에 다시 이뤄지게 돼 굉장히 의미가 크다”며 “이번 회담에서 성과를 낼 수 있도록 북측과 성실하게 회담에 임하고 국민 여러분께 보고드리도록 하겠다”고 덧붙였다.이번 회담에서 남측에서는 권덕철 복지부 차관과 권준욱 건강정책국장, 김병대 통일부 인도협력국장 등 3명이 참석한다. 북측에선 박명수 보건성 국가 위생검열원 원장 등 3명이 회담 대표로 나설 예정이다.남북회담본부를 떠난 남측 대표단은 오전 10시께부터 개성연락사무소에서 북측과 회의를 진행한다. 남북이 보건·의료분야 분과회담을 하는 건 2007년 10·4 공동선언 이후인 그해 12월 이후 11년여 만이다.앞서 문재인 대통령과 김정은 국무위원장은 9월 평양공동선언에서 전염성 질병의 유입과 확산 방지를 위한 긴급조치를 비롯해 방역, 보건·의료 분야의 협력을 강화하기로 했다.이어 지난달 15일 판문점 남측지역 평화의 집에서 평양공동선언 이행방안 논의를 위한 고위급회담에서 “남과 북은 전염성 질병의 유입 및 확산방지를 위한 남북보건의료 분과회담을 10월 하순께 남북공동연락사무소에서 진행하기로 했다”고 분명히 했다.지난달 하순 예정했던 것보다 다소 늦춰진 이날 분과회담은 10·4 공동선언 후속조치 연장선 성격이 짙다. 그해 12월 양국은 병원·의료기구·제약공장 현대화 및 건설, 원료지원, 전염병 통제, 한의학 발전 등에 협의하고 다음해 2월 실태조사까지 했지만 실제 사업은 추진되지 못했다.﻿【서울=뉴시스】        "
"박지원, 임종석 공세 퍼부은 한국당에 “바보들의 행진, 완전 ‘임종석 띄우기’”",2018-11-07 08:15,정치,최정아,민주평화당 박지원 의원은 6일 대통령 비서실과 국가안보실 등을 상대로 한 국회 운영위원회의 국정감사에서 자유한국당이 임종석 대통령 비서실장에 대한 공세를 퍼부은 것을 두고 “‘바보들의 행진’이란 영화가 오늘 국회 운영위 국정감사에서 상영됐다”고 비꼬았다. 박 의원은 이날 자신의 페이스북을 통해 이 같이 말하며 “완전 오늘 국감은 ‘임종석 띄우기’였다”고 평했다. 앞서 이날 국정감사에서는 문재인 대통령이 해외 순방 중이던 지난달 17일 임 실장이 DMZ 남북 공동유해발굴을 위한 지뢰제거 작업 현장인 강원도 철원 화살머리고지를 찾은 것을 두고 한국당 의원들의 공세가 이어졌다. 박 의원은 이에 대해 “자기당의 지도자는 폄훼하면서 타당 대통령 후보군은 띄우는 것은 정치적 저능아들이 하는 정치”라고 신랄하게 비판하며 “임종석 실장! 축하한다. 오늘 당신이 승자”라고 평했다. 최정아 동아닷컴 기자 cja0917@donga.com       
"RFA “北여행사, 냉면관광·DMZ관광 등 이색상품 출시”",2018-11-07 06:53,국제,,"북한 전문 여행사들이 최근 냉면관광, 판문점 공동경비구역 관광 등 다양한 관광상품들을 내놓고 있다고 6일(현지시간) 자유아시아방송(RFA)이 보도했다. 북한의 최대 국영여행사인 조선국제여행사의 일본 공식대리점인 JS 투어스는 매년 운영하는 정규상품 외에 문재인 대통령과 김정은 북한 국무위원장이 방문했던 장소와 연계한 관광상품들을 내놓고 있다. 대표적인 예로 “한국 국민도 극찬한 원조 평양냉면 먹기”라는 문구와 함께 옥류관, 청류관 냉면을 모두 먹을 수 있는 3박4일 북한 여행상품을 새로 내놨다는 것. 이 여행사는 문 대통령과 김 위원장이 함께 등반한 백두산을 주제로 한 5박6일 관광 상품을 내놓으면서, “백두산 천지는 문 대통령과 김위원장이 기념 촬영을 한 곳으로 삼지연 공항을 통해 남북 정상이 올라갔던 길을 직접 올라갈 수 있다”고 홍보하고 있다. 이밖에 김장 담그기, 평양에서 바둑 대결, 2019년 대학졸업생을 위한 평양 졸업여행, 쏘가리 낚시, 평양에서 자화상 그리기, 2019 국제 피겨스케이팅 축제 등의 여행 상품을 판매해 기존 북한여행 상품과의 차별화를 꾀하고 있다고 RFA는 전했다. 중국 베이징 소재 ‘영 파이오니어 투어스’(Young Pioneer Tours)도 지난 1일부터 비무장지대(DMZ) 관광객들이 북에서 남으로 이동할수 있게 됐다며 관광객을 유치하고 있다.【서울=뉴시스】       "
"南北, 11년만에 보건의료협력 논의…오늘 개성서 회담",2018-11-07 06:15,정치,,"남북 보건의료 분야 협력을 논의하기 위한 분과회담이 7일 열린다. 보건의료 협력 방안을 놓고 남북이 머리를 맞대는 건 지난 2007년 이후 11년만으로, 회담에서는 감염병 대응과 모자보건사업 등 사안이 중점적으로 논의될 것으로 전망된다.보건복지부와 통일부는 이날 오전 10시 개성 남북공동연락사무소에서 남측과 북측 대표단이 참석한 가운데 보건의료협력 분과회담을 개최한다고 밝혔다. 남측 대표단으로는 권덕철 복지부 차관과 권준욱 복지부 건강정책국장, 김병대 통일부 인도협력국장 등 3명이, 북측은 박명수 보건성 국가위생검열원장 등 3명이 참여한다. 이번 회담은 9월 평양공동선언에 따라 마련됐다. 당시 남북 정상은 평양공동선언을 통해 전염성 질병의 유입 및 확산 방지를 위한 긴급조치를 비롯한 방역 및 보건·의료 분야의 협력을 강화하기로 했다.회담에서는 결핵, 말라리아 등 주요 전염병 확산 방지를 위해 의약품·의료장비를 대여하는 협력 방안과 더불어 모자보건을 위한 지원책이 논의될 것으로 예상된다. 그동안 복지부는 복지·보건의료 분야 대북 협력 방안을 검토하는 태스크포스(TF)를 구성하고 북한의 보건복지 실태 파악과 다양한 지원방안 구상을 진행해왔다. 앞서 박능후 복지부 장관은 “감염병 공동대응체계, 모자보건사업은 적은 비용으로 국민들의 건강을 증진시키는 가장 효과적인 대책”이라며 “북한에서 요청하면 적극적으로 펼쳐갈 것”이라고 밝힌 바 있다. 다만 북한의 의료용품 생산공장 신설이나 현대화 등 물질적인 지원은 대북 제재로 인해 어려울 것으로 보인다. 이에 따라 지난 2007년 남북보건의료·환경보호협력분과위원회에서 한차례 논의됐다가 진행이 안 된 신장센터, 거즈 공장 건립을 재개하기도 힘들 것으로 전망된다. 한국보건사회연구원이 발간한 ‘북한 영유아 및 아동 지원 사업의 분석 결과와 향후 과제’ 보고서에 따르면 2017년 북한 영유아 사망률은 1000명당 24명으로 한국보다 8배 높았다. 결핵 유병률은 인구 10만명당 513명으로 세계에서 5번째로 높았다.(세종=뉴스1)        "
JSA 방문객 이르면 11월중 남북 자유왕래,2018-11-07 03:00,정치,윤상호,"판문점 공동경비구역(JSA)의 비무장화를 위한 남북 군사당국과 유엔군사령부의 3자협의체 간 제3차 회의가 6일 판문점 남측지역 자유의 집에서 열렸다. 조용근 국방부 북한정책과장(육군 대령)과 버크 해밀턴 군사정전위원회 비서장(미 육군 대령·유엔사), 엄창남 육군 대좌(북한)를 각각 수석대표로 3명씩 참석했다. 국방부 관계자는 “이날 회의에선 지난달 26, 27일 실시한 JSA 비무장화 공동 검증 결과를 확인 평가하고, 양측 진입로에 새로 설치된 남과 북의 경계초소를 확인했다”고 밝혔다. 또 판문점 JSA 내 상대 측 지역에서의 경계근무 시행을 위해 적용할 ‘공동 근무수칙’을 이른 시간 내에 문서 교환 방식으로 결정하는 한편 양측의 감시장비 조정 및 상호 정보공유 방안도 논의했다고 군은 전했다. 이에 앞서 남북은 9·19 군사합의서에 명시된 JSA 비무장화 이행 과정에서 JSA 내 북측 초소 5곳과 우리 측 초소 4곳을 각각 폐쇄했다. 남한과 북한, 유엔사는 이번 회의에서 논의된 조치들이 완료되면 공동 평가를 거쳐 JSA 내 자유 왕래 보장 조치를 시행해 나가기로 했다. JSA 내 방문객은 오전 9시부터 오후 5시까지 남북 지역을 자유롭게 오갈 수 있게 되는 것이다. 군 관계자는 “이달 중 JSA 자유 왕래가 가능하도록 노력을 기울이고 있다”며 “늦어도 연내에는 실현되도록 할 것”이라고 말했다.윤상호 군사전문기자 ysh1005@donga.com      "
몸 낮춘 임종석 “비서실장 자리 무거움 되새길것”,2018-11-07 03:00,정치,장원재,"“옷깃을 여미는 계기로 삼겠다.” 임종석 대통령비서실장이 이른바 ‘비무장지대(DMZ) 선글라스’ 이후 불거진 자기 정치 논란에 대해 이렇게 말했다. 6일 국회 운영위원회 청와대 국정감사에서였다. 꼭 1년 전 국감에서 자유한국당 의원들 질문이 색깔론이라며 “그게 질의냐”고 따질 때와 전혀 다른 모습이었다. 임 실장은 DMZ에 서훈 국가정보원장, 조명균 통일부 장관, 정경두 국방부 장관 등과 동행한 데 대해 “남북공동선언 이행추진위원회 위원장직을 맡고 있다. 위원회 결정으로 간 것이며 같이 가신 분들도 위원들”이라며 “비서실장이 장관들을 ‘대동’하고 갔다는 표현은 적절한 설명이 아니다”고 해명했다. 청와대 홈페이지에 올린 DMZ 방문 동영상에서 최전방 감시초소(GP) 통문 고유번호 등이 노출된 것에 대해선 “변명하기 어려우며 사과드린다”고 고개를 숙였다. DMZ 방문 당시 선글라스를 낀 것을 두고 임 실장은 “사실 (눈이) 많이 약해 햇볕에 눈을 잘 못 뜬다. 선글라스에 대한 (부정적인) 기존 인식이 있어 쓰고 싶어도 못 쓸 때가 많다”고 해명했다. 그러면서 “억울해하기보다 이 자리(비서실장)가 갖는 특수성, 무거움을 되새기고 옷깃을 여미는 계기로 삼겠다”고 했다. 반면 경질설이 나오고 있는 장하성 대통령정책실장은 상대적으로 할 말을 다 했다. 장 실장은 문재인 정부가 가장 잘한 것을 대라는 질문에 “저소득층과 중산층을 위한 소득주도성장 정책을 시행한 것”이라고 자평했다.장원재 기자 peacechaos@donga.com        "
