제목,날짜,분류,기자,본문
ROK ambassador to US says inter-Korean relations and denuclearization move at different speeds,2018-10-18 16:46,North Korea,Hwang Joon-bum,"“Inter-Korean relations and the process of denuclearization can’t always move at the same speed,” said South Korean Ambassador to the US Cho Yoon-je on Oct. 16. Cho was expressing the South Korean government’s position in regard to American concerns that South Korea efforts to improve relations with North Korea are getting ahead of North Korea’s denuclearization.

“The position of this government is that the development of inter-Korean relations needs to move forward along with the process of denuclearization and that international sanctions must be implemented faithfully,” Cho said during a keynote speech at the Seoul-Washington Forum, jointly hosted in Washington on Tuesday by South Korea’s Sejong Institute and the US Council on Foreign Relations. But that doesn’t mean that inter-Korean relations and denuclearization can move at the same speed, Cho added, remarking that “the momentum on one side can drive the process on the other and create a virtuous cycle.”

“When inter-Korean relations are moving a little faster than North Korea-US dialogue, that gives South Korea the leverage to act as a facilitator and enables it to break through deadlocks between North Korea and the US,” Cho said.

Cho cited the two inter-Korean summits as examples: “The inter-Korean summit in April served as a springboard for the first North Korea-US summit, and the inter-Korean summit in Pyongyang in September breathed new life into North Korea-US dialogue. The two tracks of inter-Korean relations and denuclearization provide each other with momentum and enable us to keep moving forward.” Simultaneously, he underlined that “inter-Korean cooperation must be promoted inside the framework of international sanctions.”

Cho’s remarks were aimed to counter the disapproval of American experts and government officials who think that South and North Korea are “moving too fast” in their measures to implement the Apr. 27 Panmunjom Declaration and the Sept. Pyongyang Joint Declaration, both reached by the leaders of the two sides. Leading up to the opening of the Inter-Korean Liaison Office in Kaesong on Sept. 14, the US government cautioned that inter-Korean relations need to move in sync with denuclearization. After South and North Korea agreed on Oct. 15 to hold a groundbreaking ceremony for connecting the roads and railways along the East and West Seas in late November or early December, the US government reiterated this position and underlined the need to adhere to the sanctions.

In regard to doubts inside the US about North Korea’s commitment to denuclearization, Cho said, “The leaders of South Korea, North Korea and the US have reconfirmed the joint goal of denuclearization in their meetings together, and the North Korea expressed its willingness in the Pyongyang Joint Declaration to allow inspectors into Punggye Village and to permanently dismantle its Yongbyon nuclear facility. These are huge steps that give an opportunity for an unprecedented amount of progress.”

“It’s obviously important to keep testing and verifying North Korea’s commitment to denuclearization, but the best approach is to strive to lead North Korea to take more important steps and Kim Jong-un to keep the promises he has made,” Cho went on to say.



In regard to concerns about the end-of-war declaration, Cho said, “Since this is a political declaration without legal binding power, it would have no effect on the armistice agreement, the South Korea-US alliance or the US troop presence on the Korean Peninsula. Kim Jong-un has also expressed his definite understanding of this.”

During the forum, South Korea was represented by Baek Jong-chun, chairman of the Sejong Institute; Paik Hak-soon, the institute’s president; Kim Joon-hyung, professor at Handong Global University; Lee Geun, professor at Seoul National University; and Wi Seong-rak, former director of South Korea's office for negotiating peace on the Korean Peninsula.

The US was represented by Scott Snyder, director of the Korean program at the Council on Foreign Relations; Robert Gallucci, professor at Georgetown University; Evans Revere, the US State Department’s former principal deputy assistant secretary for East Asian and Pacific Affairs; Kathleen Stephens, president of the Korea Economic Institute of America; and David Maxwell, senior fellow at the Foundation for Defense of Democracies.



On the same day, the National Assembly’s Foreign Affairs and Unification Committee held a parliamentary audit at South Korea’s delegation to the UN in New York. During the audit, Bareunmirae Party lawmaker Rep. Chung Byeong-guk asked South Korean Ambassador to the UN Cho Tae-yul whether the project to link South and North Korea’s roads and railways would violate the UN Security Council’s sanctions against North Korea.

“That decision would be made by the UN Security Council Sanctions Committee on North Korea,” Cho said. “When the project moves forward in earnest, there would be some aspects that might be in violation of the sanctions. Right now, though, we’re planning to hold a groundbreaking, not actually start the project. This is the beginning of the process.”

When Rep. Cheon Jeong-bae, a lawmaker with the Party for Democracy and Peace, asked if there was a way to move forward with the inter-Korean road and railway connection project and inter-Korean economic cooperation projects without violating sanctions imposed by the UN Security Council and by the US, Cho said that that would be “impossible.” When Democratic Party lawmaker Rep. Song Yeong-gil noted that preliminary measures should be taken to ensure that the road and railway connection project doesn’t violate sanctions, Cho said that South Korea was “deliberating closely with the US.”

The very same day, the US was ramping up pressure about maintaining sanctions on North Korea. Stephen Biegun, the US State Department’s Special Representative for North Korea, met with Russian Deputy Foreign Ministers Igor Morgulov and Sergey Ryabkov in Moscow on Tuesday and discussed efforts to achieve North Korea’s final, fully verified denuclearization, or FFVD, the State Department said.

According to the State Department, Biegun emphasized to his counterparts the need to continue fully coordinating their communication to enable the process of denuclearization to proceed as quickly as possible and to enable steps to be taken that will provide a brighter future for North Korea. The State Department also said that the US is focusing on cooperating with Russia and other related countries on the implementation of the strong and ongoing UN sanctions against North Korea with the goal of achieving progress on denuclearization.

By Hwang Joon-bum, Washington correspondent

Please direct comments or questions to [english@hani.co.kr]"
"Kim Jong-un to visit Russia before US midterm elections, Russian newspaper reports",2018-10-17 16:26,North Korea,Kim Mi-na,"North Korean leader Kim Jong-un is planning to visit Russia before the US midterm elections that will be held early next month, a Russian newspaper reported on Oct. 16.

Kim will be visiting Russia at the end of October or the beginning of November, before the midterm elections on Nov. 6, daily newspaper Izvestia reported, quoting three South Korean diplomatic sources. According to the newspaper, Moscow and Vladivostok are being considered as locations for the summit.

“The North Korean leader [Kim Jong-un] has been invited to visit Russia. We’re reviewing the possible date, location and manner of visit,” said Kremlin Press Secretary Dmitry Peskov.

The North Korean embassy in Moscow told Izvestia that it didn’t have any information about Kim’s visit to Russia but that “the exact date will depend on the decision of the two leaders.”


Russia has invited Kim to visit several times since dialogue between North Korea and the US began with the goal of the complete denuclearization of the Korean Peninsula. The first indication came when Russian Foreign Minister Sergey Lavrov met Kim during a visit to Pyongyang on May 31 and delivered a personal letter from Russian President Vladimir Putin inviting Kim to visit Russia.

At the time, Lavrov reportedly communicated Putin’s hope that Kim would either attend the Eastern Economic Forum, which was held in Vladivostok in September, or make a separate trip to Russia. Russian Federation Council (Senate) Chairwoman Valentina Ivanovna Matviyenko, who visited North Korea to celebrate the 70th anniversary of the establishment of North Korea’s government on Sept. 9, said during a recent visit to South Korea that Kim’s visit to Russia could take place this year.

And during the cabinet meeting on Oct. 8, South Korean President Moon Jae-in said he expected Kim’s visit to Russia to happen soon in addition to the second North Korea-US summit, and that Chinese President Xi Jinping would be visiting North Korea as well.

Izvestia also quoted experts as saying that Kim’s visit to Russia was expected to give him more room to maneuver in the upcoming second North Korea-US summit. Experts said that Kim’s best option was to arrange for Xi to make his first visit to Pyongyang and to wrap up his summit with Putin before his summit with US President Donald Trump, thus securing the support of both Russia and China before the summit. With attention riveted on the upcoming North Korea-US summit, Trump said the summit would take place after the US midterm elections on Nov. 6.

By Kim Mi-na, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
North Korea’s demands shifting from end-of-war declaration to easing of UN sanctions,2018-10-17 16:24,North Korea,Lee Je-hun,"The focus of the “corresponding measures” that North Korea is publicly demanding from the US in exchange for its denuclearization is rapidly shifting from a formal declaration of the end of the Korean War to the issue of sanctions.

This change has been noticeable since US Secretary of State Mike Pompeo’s fourth visit to North Korea on Oct. 7. Some analysts think this is because the two sides came to an understanding about the end-of-war declaration during Pompeo’s meeting in Pyongyang with North Korean leader Kim Jong-un.

This focus is thought to represent North Korea’s intense desire for easing sanctions to be one of the major items on the negotiating table along with the end-of-war declaration in the run-up to the meeting between North Korean Vice Foreign Minister Choe Son-hui and US State Department Special Representative for North Korean Policy Stephen Biegun, which will function as “working-level talks” prior to the second North Korea-US summit.

The US’ plans to maintain and even strengthen sanctions came under fire in a column signed by a private individual titled “What can we learn from the nasty things being said in the US?” published by North Korea’s state-run Korean Central News Agency (KCNA), which is doctored for external consumption, on Oct. 16. “Considering how much time has passed since we stopped our nuclear tests and suspended our ICBM launches, it is only right for the sanctions to disappear accordingly, considering that they were concocted on the pretext of those actions,” the column said.

“It’s customary to give back as much as you take, but the US keeps taking without giving anything in return. This could cause the US to be criticized around the world for ‘swallowing the chicken whole without burping even once [trying to have its cake and eat it too].’” In this column, which ran for about 1,500 words, the word “sanctions” appeared 17 times, but the phrase “end-of-war declaration” did not appear even once.

Ever since North Korea publicly mentioned the end-of-war declaration in a statement by the spokesperson of its Foreign Ministry on July 7 in connection with Pompeo’s third visit to North Korea on July 6 and 7, it has repeatedly brought up this issue as a prime example of the corresponding measures it wants from the US.

The first time that a high-ranking North Korean publicly and officially mentioned the word “sanctions” after the North Korea-US summit on June 12 was during the keynote address to the UN General Assembly by North Korean Foreign Minister Ri Yong-ho on Sept. 29, in which Ri said, “The problem is that the sanctions are aggravating our distrust.” But even after that, the North Koreans had strongly pushed the issue of an end-of-war declaration. One of the best examples was a column in the KCNA on Oct. 2 titled “The end of the war isn’t a gift to be given.”

But since Kim and Pompeo’s meeting, the focus of the North’s demands from the US has shifted. This is consistent with the joint statement released after trilateral negotiations between the vice foreign ministers of North Korea, China and Russia held in Moscow on Oct. 9, in which the three sides said it was time to start reconsidering the sanctions imposed on North Korea.

“This is probably because [the North Koreans] have concluded that some kind of understanding was reached on the issue of the end-of-war declaration during Secretary Pompeo’s fourth visit to North Korea,” said a diplomatic source who is well-informed about North Korea-US relations.

“The end-of-war declaration is just a matter of time; I believe that it will definitely happen,” South Korean President Moon Jae-in said in an interview with the BBC on Oct. 12, the day before he embarked on a tour of Europe.

By Lee Je-hun, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
South and North Korea adopt joint statement following high-level talks at Panmunjom,2018-10-16 17:32,North Korea,Lee Je-hun,"During high-level talks held at the House of Peace in Panmunjom on Oct. 15, South and North Korea adopted a joint statement containing seven points about the scheduling of cooperation projects and follow-up talks in various areas necessary for implementing the Pyongyang Joint Declaration, which resulted from the inter-Korean summit held in September.

The follow-up meetings arranged for the implementation of the Pyongyang Declaration are military general-level talks (location undecided, to be held “soon”), a meeting of the forestry cooperation subcommittee (Kaesong Joint Liaison Office, Oct. 22), a meeting of the health and medical care subcommittee (Kaesong Joint Liaison Office, late October), sports talks (Kaesong Joint Liaison Office, end of October) and Red Cross talks (Mt. Kumkang, November).

The cooperation projects that were scheduled include working-level deliberations to be held “soon” for a North Korean concert in South Korea in October, the on-site joint survey of the North Korean section of the Gyeongui (Seoul-Sinuiju) railroad in late October, an on-site joint survey of the North Korean section of the East Sea railroad in early November; and a groundbreaking ceremony in late November or early December for a project to connect and modernize the roads and railways along the East and West Seas.

One important feature of this agreement is that the Inter-Korean Joint Liaison Office in Kaesong, which opened on Sept. 14 to implement one of the main points agreed to in the Apr. 27 Panmunjom Declaration, has emerged as the primary scene for inter-Korean governmental talks, beginning with these high-level talks. This represents a major leap forward in the systematization of inter-Korean relations.



Yet another feature was South and North Korea’s pragmatic and results-oriented attitude during the talks. By finalizing the schedule of agenda items when possible and postponing matters that required further discussion or action, representatives from the two sides were able to wrap up the talks in five hours and 16 minutes. This is incredibly fast, given the vast scope and difficulty of the agenda of “devising measures for implementing the Pyongyang Declaration.” This can be seen as building on the foundation of mutual trust that South Korean President Moon Jae-in and North Korean leader Kim Jong-un have built during three summits.

The most striking agreement reached was creating a timetable for the road and railway cooperation project. While the Pyongyang Declaration only said that the groundbreaking for the connection and modernization of roads and railways on the East and West Sea lines would take place “within the year,” inter-Korean negotiators accelerated the timeframe and narrowed it down to “late November or early December.”

This is thought to express Kim Jong-un’s intention of holding the groundbreaking prior to his “return visit to Seoul within the year.” Leading up to the groundbreaking, the two sides agreed to initiate joint surveys of the northern stretch of the Gyeongui line “in late October” and of the East Sea line “in early November.” The schedule for the joint surveys of the roads along the West and East Seas is supposed to be confirmed via correspondence. Crossing the demilitarized zone (DMZ) will require prior consultation with the UN Command and effectively with the American government.



Also remarkable was the agreement to convene the health and medical care subcommittee at the Kaesong liaison office at the end of October “to prevent the influx and spread of infectious diseases.” The Unification Ministry announced it would use this meeting to create a “health community on the Korean Peninsula.” Cooperation in health and medical care drawing a lot of attention not only because of the urgency of humanitarian measures, but also because it would create momentum on the Mother and Child Health and Nutrition project, organized by the United Nations Children's Fund (UNICEF) and the World Food Programme (WFP).

On Sept. 21, 2017, the South Korean government promised to give the project US$8 million from the Inter-Korean Cooperation Fund, but the funds have yet to be disbursed. Providing US$8 million to this project would have major political consequences since it would point the way to securing and expanding humanitarian aid, which represents an exception to the tough sanctions imposed on North Korea.

The question of creating and operating a joint military commission to coordinate the implementation of the “Agreement on the Implementation of the Historic Panmunjom Declaration in the Military Domain,” which is regarded as the greatest achievement in inter-Korean relations to result from the Pyongyang summit this past September, will be discussed during talks between generals that are supposed to be held “soon.”

South Korean government officials believe that these talks will be held between Oct. 20, when the mine removal work at the Panmunjom area comes to an end, and Nov. 1, when measures are implemented to end hostile behavior in the air around the military demarcation line.

The Red Cross talks for the divided family reunions, which have a major impact on public opinion in South Korea, were pushed back to November, presumably because North Korea’s “confiscation” of the divided family reunion building needs to be addressed before the talks can be held. The North announced it had confiscated the building on Apr. 27, 2010, when inter-Korean conflict was intensifying after the sinking of the Cheonan corvette.

South and North Korea agreed to hold sports talks around the end of the month to “deliberate the question of jointly participating in international competitions, including the 2020 Summer Olympics [in Tokyo], and of jointly hosting the 2032 Summer Olympics.”
　　
By Lee Je-hun, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
[Photo] South and North Korea to resume joint excavation of Goryeo-era palace on Oct. 22,2018-10-16 17:28,North Korea,,South and North Korea have agreed to resume a joint excavation project of Manwoldae Palace near the city of Kaesong. The two Koreas completed seven rounds of joint excavation of the site of the Goryeo Dynasty (918-1392) palace between 2007 to 2015. Excavation is expected to resume as soon as Oct. 22. (Hankyoreh archives)
Controversy erupts over military officials’ decision to purchase SM-3 interceptors,2018-10-15 17:17,North Korea,Park Byong-su,"Controversy is brewing after revelations that military authorities effectively demanded the purchasing of SM-3 missiles. Many analysts contend that the SM-3 is unsuited to the Korean Peninsula battlefield environment as a ballistic missile interceptor.

The attempt by military authorities to introduce the SM-3 was confirmed in a parliamentary audit of the Joint Chiefs of Staff by the National Assembly National Defense Committee. When asked by Democratic Party lawmaker and committee chair Ahn Gyu-back if a decision had been made on the SM-3’s introduction, JCS force planning department chief and Army Maj. Gen. Kim Seon-ho said, “A decision on the cost was made at a Sept. 2017 Joint Chiefs meeting.”

“The decision was for something at the SM-3 level,” he added.

Designed to intercept enemy ballistic missiles in midair, the SM-3 is launched from Aegis-equipped naval vessels. The SM-3 block IB developed by the US defense contractor Raytheon has an interception altitude in the 150–500km range, while the modified SM-3 block IIA jointly developed by the US and Japan has a reported interception altitude of 1,000km.

Explaining the role of the SM-3, Kim described it as part of a “system for intercepting enemy ballistic missiles at the upper tier of KAMD (the Korean Air and Missile Defense System).”

The plan described would create a four-level missile defense system adding the SM-3 at the top tier of the current three-level system in which incoming ballistic missiles would be intercepted in turn by THAAD, the L-SAM system, and Patriot missiles (or the M-SAM system).

But even within the military, many say the SM-3 is of limited use militarily. To begin with, it could not be used to stop North Korean ballistic missiles from landing on South Korean territory. Because of the Korean Peninsula’s small size – less than 500km in length from north to south – the biggest threats to South Korea are short-range missiles such as the Scud-B (with a range of 300km) and Scud-C (500km). For the most part, Scud missiles do not exceed a peak altitude of 150km.

With a minimum interception altitude of 150km, the SM-3 would not even have the opportunity to intercept them. In a May 1999 report to US Congress titled “Theater Missile Defense Architecture Options in The Asia-Pacific Region,” the Pentagon expressed a negative view.

“With a minimum intercept altitude of about 100 kilometers, the sea-based upper tier exo systems [like the SM-3] could not defend the northern two-thirds of the ROK [where most of the population and key facilities are located] against the low flying short range TBMs,” the report said.



The SM-3 is more effective in defending Japan, Okinawa, or US-controlled Guam. The missiles that North Korea would use in attacks on these regions have maximum altitudes over 150km, such as the Rodong missile (range of 1,200km) or Hwasong-12 (estimated range of 4,000–4,500km). Missiles of this kind approaching Japan or Guam could be intercepted using Aegis-equipped naval vessels in the East Sea. Indeed, mention of the SM-3’s adoption in the past has raised ongoing questions about whether it would be used to defend US forces in Japan or on Guam rather than in South Korea.

At the same time, adopting SM-3 on Aegis-equipped ships has been a longstanding aim of the South Korean Navy. Former Minister of National Defense Song Young-moo, himself a former Navy admiral, was especially proactive about the SM-3’s adoption. In a joint briefing by the Ministers of National Defense, Interior and Safety, and Environment in Sept. 2017, Song said, “In talking about things like introducing the SM-3 in the Korean missile defense system, we’re envisioning the creation of a multi-tier defense system.”

Sources in and around the military also said Song’s views had much to do with the Joint Chiefs’ decision in Sept. 2017 to present costs for the SM-3.

But adoption of the SM-3 could also throw cold water on the recent drive toward North Korea’s denuclearization and improvement in relations on the Korean Peninsula.

“If we were to push for the SM-3’s adoption after South and North Korean military authorities adopted an agreement with plans for arms controls and detente as an ancillary agreement to the Pyongyang Joint Declaration in September, North Korea is very likely to take that as a provocation,” a military official said.

No final decision has yet been made on purchasing the SM-3. Once the individual armed forces and Joints Chief of Staff propose costs for the purchasing of weaponry, it typically goes through a process of preliminary Agency for Defense Development (ADD) research, a vote by the defense project promotion committee (chaired by the Minister of National Defense), a feasibility examination by the Korea Institute for Defense Analyses (KIDA), and reflection in the budget.

Sources reported that the preliminary research has been completed, with the purchase to be put before the defense project promotion committee as early as this or next month.

By Park Byong-su, senior staff writer

Please direct comments or questions to [english@hani.co.kr]"
US experts on nuclear nonproliferation say demanding full inventory of NK arsenal is unrealistic,2018-10-15 17:14,North Korea,Kim Ji-eun,"At the current stage, US experts on Korean Peninsula issues say it’s unrealistic to ask North Korea to submit a full inventory of its nuclear and weapon facilities. Instead, they suggested that the US should persuade the North to suspend the production of nuclear material and reveal the relevant facilities. As a corresponding measure, the US could officially declare the end of the Korean War and make a joint declaration with South Korea or hold a multilateral peace conference.

Considering that US Secretary of State Mike Pompeo’s fourth trip to North Korea has made a second North Korea-US summit more of a possibility, North Korea’s initial steps toward denuclearization and the US’s corresponding measures will be the focus of discussions during the upcoming North Korea-US working-level negotiations.

During an interview with Voice of America (VOA) on Oct. 12, Robert Einhorn, former US Department of State special advisor for nonproliferation and arms control, advised against asking the North Koreans to hand over a complete and comprehensive inventory of nuclear weapons and facilities from the very beginning. Einhorn instead suggested asking the North to disclose and suspend all activities related to the production of nuclear materials, which would include not only the Yongbyon nuclear complex but other facilities that produce nuclear materials.

If North Korea could be persuaded to disclose the location of these facilities before the inspectors paid a visit, Einhorn said, that would constitute a very important first step.
　
The most noteworthy of Einhorn’s proposals was his suggestion that the measures were achievable without immediately disclosing the scale and location of all the North’s nuclear weapons and missile.

“That [approach] would not reveal the number or location of North Korea’s weapon or missiles,” he said, adding that the first stage of reporting for nuclear material production facilities might be a measure Pyongyang is prepared to take.

Some South Korean experts also claim North Korea could report a primary nuclear list while omitting the actual locations during its process of permanently dismantling its Tongchang missile engine testing and launch sites and the nuclear facilities at Yongbyon.



Mansfield Foundation president Frank Jannuzi suggested persuading North Korea to submit a full list of facilities related to nuclear material production as an initial step toward denuclearization, explaining that this would be different from demanding a list of all of the North’s nuclear facilities. He accordingly suggested the top priority should be on obtaining a full list of fissile material production facilities, including the Yongbyon reactor and other highly enriched uranium (HEU) production facilities at Yongbyon and in other regions.

Yongbyon is the site of a 5MW graphite-moderated reactor for plutonium production and uranium enrichment facilities visited in 2010 by Stanford University emeritus professor Siegfried Hecker.

The US has also alleged that North Korea has other undisclosed uranium enrichment facilities at Kangson and other locations.

As a corresponding US measure, Einhorn proposed a “conditional” end-of-war declaration. Declaring such a declaration to be a possible form of corresponding measure, he suggested an approach of issuing “in parallel with any end-of-war declaration [. . .] a US-ROK high-level statement [. . .] that reaffirms the importance of the US-ROK security alliance and the importance of maintaining US military forces in South Korea even after [. . .] a peace treaty is ultimately achieved.”

Jannuzi suggested a suitable approach may be for the US, South and North Korea, and China to hold a peace meeting to establish the details of an end-of-war plan rather than attempting to end the more than 70-year long Korean War with a declaration.

VOA reported Jannuzi as saying that details on the easing of sanctions – another form of corresponding measure desired by Pyongyang – will be discussed in working-level negotiations, adding that reductions should be weighed very carefully as the results of concrete actions corresponding to North Korea’s concrete denuclearization steps.
　
By Kim Ji-eun, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
[Photo] Democratic lawmakers urge Trump to resume reunions for divided Korean families in US,2018-10-15 17:06,North Korea,,"Three Democratic members of the US House of Representatives – Brad Sherman, Diana Titus and Gerald Connolly – have sent US President Donald Trump a letter requesting measures to resume reunions for Korean families that remain divided by the Korean War (1950-53). The letter states that around 100,000 US citizens currently have relatives residing in North Korea, and that the majority of them have not seen their families since the war. The letter urges Trump to take action on the reunions on a humanitarian basis. (Yonhap News)"
Moon says Kim Jong-un is willing to get rid of everything in nuclear program,2018-10-13 14:48,North Korea,Seong Yeon-cheol,"On Oct. 12, South Korean President Moon Jae-in said that the denuclearization discussed by North Korean leader Kim Jong-un means getting rid of everything, including all of the North’s current nuclear weapons and nuclear materials. Moon was also optimistic about the end-of-war declaration by South Korea, North Korea and the US, which he described as “just a matter of time” and something that “will definitely happen.”

Moon made the remarks during an interview with the BBC on Friday, prior to a nine-day tour of Europe that will begin on Oct. 13. “The complete denuclearization that Kim Jong-un is talking about includes everything, starting with no more testing of nuclear weapons or missiles and continuing with shutting down the facilities used to produce nuclear weapons and develop missiles and getting rid of all the nuclear weapons and materials currently in their possession,” he said.

This is the first time Kim has specifically communicated to Moon his intention to give up not only his “past nukes” (the ones already built) and “future nukes” (future development and testing aimed at enhancing his nuclear capability) but also his “present nukes,” which is to say the North’s current nuclear arsenal. North Korea appears to be indicating that it’s completely willing to submit its nuclear weapon inventory, which it has been strongly reluctant to do, provided that there are “corresponding measures” from the US, including an end-of-war declaration.

When asked whether the end-of-war declaration will take place within the year, Moon said the “end-of-war declaration is just a matter of time; I believe that it will definitely happen.”

“The end-of-war declaration has been adequately discussed with the US, including with President Donald Trump. It’s a political declaration wrapping up the long-standing hostile relationship between North Korea and the US, provided that the North takes certain measures. South Korea and the US are in agreement that the declaration should take place as soon as possible,” Moon said.



Moon also asked the international community for its enthusiastic cooperation in regard to relaxing sanctions on North Korea. When asked about Trump’s remark that South Korea can’t ease sanctions on the North without the US’s approval, Moon said he regards this as a “generic statement of the fact that, up to a certain point, South Korea and the US have to cooperate closely and coordinate their movements in regard to international sanctions.”

At the same time, Moon emphasized that the option of easing the sanctions should be considered when North Korea’s denuclearization reaches a certain point. “Once North Korea’s denuclearization arrives at a certain stage, we’ll need to seriously consider gradually easing economic sanctions on the North. If the North continues to take sincere steps toward denuclearization and reaches what we believe to be the point of no return, the UN can begin to ease its sanctions,” he said.

Moon predicted that the second North Korea-US summit would be held immediately after the US midterm elections, which are scheduled for Nov. 6.

“I’m told the two sides are working on the technical issues of time and location for the second summit so that it can be held soon after the US midterm elections. I hope that the two leaders will reach a bold agreement on the timetable so that North Korea’s denuclearization measures and the US’s corresponding measures can move forward quickly and simultaneously,” Moon said, revealing his high hopes.

By Seong Yeon-cheol, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
Moon says Kim Jong-un placed no conditions on his speech to North Korean public,2018-10-13 14:44,North Korea,Seong Yeon-cheol,"“There wasn’t anything I was asked to say or not to say,” said South Korean President Moon Jae-in during an interview with the BBC on Oct. 12. Moon was talking about the speech he delivered before 150,000 North Korean citizens at the Rungrado 1st of May Stadium in Pyongyang on Sept. 19.

“Chairman Kim didn’t place any conditions on my speech. He didn’t even want to know what I was going to say before the speech, and he didn’t limit the length of the speech. He left the whole thing up to my judgment. I believe that shows the changes that are happening in North Korea right now and Kim’s immense trust in me,” Moon said.

Moon said he was “quite nervous” during the speech. “It was a very emotional moment, a moment in which I was reminded once more than the Koreans are one people. But all the same I was extremely nervous. I had to address the problem of denuclearization and had to receive positive vibes from the North Korean people. And also I had to satisfy the Korean public as well as the global public. Fortunately, I think I did a good job,” he said.

Moon reiterated that Kim Jong-un is a very humble leader. When asked what Kim was like, Moon said, “He’s very young, but he has the definite vision of developing his poor country. He’s very courteous and candid, while possessing a leadership of great humility that enables him to deal appropriately with his elders.”


By Seong Yeon-cheol, staff reporter

Please direct comments or questions to [english@hani.co.kr]"
[Photo] US Treasury asks S. Korean banks to follow UN sanctions just after Pyongyang summit,2018-10-13 14:40,North Korea,,"It has been confirmed that the US Department of the Treasury directly contacted South Korea’s government and commercial banks and asked for compliance regarding UN sanctions on North Korea. Instances of the US Department of the Treasury directly contacting individual South Korean banks are extremely rare. According to insiders in the financial industry, the US Treasury Department called seven banks -- including the state-owned Korea Development Bank and the Industrial Bank of Korea as well as the commercial banks Kookmin, Shinhan and Nonghyup -- and held a conference call on Sept. 20-21, directly after the inter-Korean Pyongyang summit on Sept. 19."
[Photo] South and North Korea to hold high-level talks at Panmunjom on Oct. 15,2018-10-13 14:35,North Korea,,"South and North Korea are scheduled to hold high-level talks to work out the details of measures for implementing the September Pyongyang Joint Declaration at the House of Peace in Panmunjom on Oct. 15. The date and location of the talks was announced by the Ministry of Unification in a press release on Oct. 12. Additionally, the two sides are expected to negotiate the details for further talks in various areas. The above photo shows South Korean President Moon Jae-in and North Korean leader after signing the Pyongyang Declaration on Sept. 19."
